Component,Lost Load
1680295840_0,"[0.10729006261247878, 0.18418679374763952, 0.1844080741813532, 0.18438843680278932, 0.1846143192530344, 0.1859715868334747, 0.1798384296145241, 0.13259135094797217, 0.13045750203368606, 0.12855960088622534, 0.13002040895564096, 0.14376723984006276, 0.14614065451355646, 0.15676480910849386, 0.1717314875285042, 0.17905650365818293, 0.18505241392886637, 0.18494552042837495, 0.18494162693423868, 0.1843204768311498, 0.1835010473958082, 0.18340972437373465, 0.18379919337195225, 0.18526350047867254, 0.20002826790609787, 0.20065183567827308, 0.19809589200455094, 0.18743491771775325, 0.17146111770895414, 0.1503950758779456, 0.14533841545316842, 0.1325956513936012, 0.13045984604715818, 0.1285615133454885, 0.13002195743530842, 0.14376866293234594, 0.14519245678864445, 0.15676586009012702, 0.17132951233813629, 0.17883606332176896, 0.1704573314653644, 0.17046334872466012, 0.1704640125966862, 0.17082992921462073, 0.17092647223330823, 0.1847074888134298, 0.1300151506730797, 0.14376490556713611, 0.14518834773112166, 0.15675892494027086, 0.12854651833797856, 0.13000714244991876, 0.1357312738181738, 0.1335585003801739, 0.13167570345714033, 0.1361742135907507, 0.12553233259146418, 0.10835438550821459, 0.096542031384462, 0.09385822511201695, 0.12160490257394257, 0.11994289640375337, 0.11693202259079362, 0.11667911918853043, 0.1179958174295366, 0.11881117714495985, 0.1368749032355604, 0.14058527218130348, 0.13925112794078404, 0.137588531673528, 0.13758895564065687, 0.13757224811388916, 0.13899151774169924, 0.1412288095390909, 0.14621323115515453, 0.15457288738811167, 0.15696492086030503, 0.1492042984131872, 0.13585851079364056, 0.1357335388931499, 0.1335615715281658, 0.13168147681669803, 0.13416452005670795, 0.14719915878054393, 0.14869617683112596, 0.16118238137629032, 0.17293436656155609, 0.1831531872038777, 0.11295812764650145, 0.11295986314811489, 0.112465556645192, 0.11246803980693267, 0.11246665401768678, 0.1127295705928268, 0.11404535510917094, 0.1208753474818709, 0.12209982601514639, 0.12246420634150172, 0.12213439058739323, 0.10986674404140513, 0.09805568256591322, 0.08114965066548394, 0.08054589351672257, 0.08233128691260685, 0.16387393110761378, 0.17290025817192373, 0.17209464255847706, 0.17123765651098574, 0.17209616272442418, 0.17111789286255044, 0.18600479037585183, 0.18299587668523054, 0.17448839882525408, 0.15573642568972673, 0.14814586124470452, 0.13954936674084048, 0.12863277960276764, 0.11448539746194455, 0.10948397252530208, 0.10030213507037024, 0.09867582562178381, 0.09765276564476721, 0.09876270869044447, 0.14746708316090235, 0.14854638308323, 0.14139152834718016, 0.12915967277588153, 0.11448354546986138, 0.10948214916268943, 0.10029949791017816, 0.09867400111156895, 0.13784422512827746, 0.13916207638509104, 0.15557471410711696, 0.16931894990718502, 0.17914350536388018, 0.1833096710491859, 0.18256357546721574, 0.18247526634857378, 0.18246025584494419, 0.10730932396742879, 0.11899543947644634, 0.1219508898156505, 0.1159762403631621, 0.11533011123352525, 0.11574737892322537, 0.11534548860427093, 0.115292907701677, 0.11529691031222092, 0.11555260438760706, 0.11872463877952351, 0.13123389874725672, 0.13180201032679043, 0.1305051987095826]"
-444590878_0,[0.05988626932673924]
83-7 hydro,"[0.0019463615653467058, 0.007845851518702148, 0.022851183545432377, 0.05162608274347667, 0.04050090873407635, 0.05411307207717345, 0.035966254292241956, 0.010884665682777267, 0.0010706373168181927, 0.024880454424433082, 0.040264263899790424, 0.02103038318649533, 0.04026341762483753, 0.021030755394640437, 0.04038677726455535, 0.03239972488303647, 0.02532009553780608, 0.033884715878131376, 0.04255471548923197, 0.03607670583272875, 0.0049314368902123535, 0.02756894531500484, 0.010584274037417345]"
-964455789_0,"[0.015894843324724208, 0.01728914995085006, 0.013674494402590427, 0.015902061235129623, 0.013740075898679606, 0.01079037135825365, 0.010224101935880754, 0.006018228312713291, 0.014265482741504456, 0.011286840625986314, 0.011284868680889758, 0.009532639272672895, 0.00938712038345011, 0.009389675800882742, 0.010014912024844762, 0.013525356754799305, 0.055645266935257495, 0.05792989521762365, 0.05139455021465619, 0.02391598753194103, 0.00601996429314022, 0.013738319830323689, 0.011288356562762147, 0.011285703768880467, 0.009587740219651551, 0.009441862512559055, 0.009442522008579545, 0.010066546474718052, 0.013520053876236943, 0.05535436230770665, 0.05732689833485711, 0.05057227924147765, 0.024995259550720676]"
1631160969_0,"[0.007210334010308997, 0.007966767786398578, 0.0024763435601371383, 0.022018026153168647, 0.01709762987916383, 0.0091764584992834, 0.008304579440618909, 0.015186814788370612, 0.01689148761778051, 0.01651782420115114, 0.008303872063893323, 0.015185140952235087, 0.011173081235045174, 0.019994882044928546, 0.009102530695991845, 0.008237988074558417, 0.008053159508708631, 0.0029631912693175765, 0.008195324039251318, 0.008251447737939089, 0.0032121409821893395, 0.01636147733168582, 0.01819864387196958, 0.01378022845411715, 0.01688489427387549, 0.0187497724513255, 0.01402944396552357, 0.009720229943564846, 0.023878363910437655, 0.02358317451282164, 0.017390625283663665, 0.020102319519734464, 0.01873034664903116, 0.016251449889076865, 0.010277840917918639, 0.014916520174064772, 0.044249657641634715, 0.03920921995871686, 0.031207076377125758, 0.020235379890660623, 0.008474125146899951, 0.03090884703496704, 0.02323221934981984, 0.010446567100354059, 0.00046934691637943613, 0.007310235122095037, 0.01869895511641971, 0.01197984151899982, 0.003261742633289941, 0.004716543824719338, 0.011350776036557817, 0.017163021296339592, 0.019072752503592257, 0.014030005833614722, 0.008705405693979174, 0.026063859636768483, 0.024747598888418453, 0.016577883514069528, 0.006222743881488441]"
C34.0,"[0.005720505831434366, 0.001412740169963854, 2.1579685780125146e-05, 0.006062617100394618, 0.002429303182279, 1.0229960317701626e-05, 0.0057148739052490785, 0.00140462977004654, 0.006062644046136029, 0.0024293338226771084, 0.00041184809356627737, 0.002434420610980851]"
-1516111715_0,"[0.044135244273788656, 0.24830241734357514, 0.0009417718416741537, 0.12581672194424026, 0.1830723605576127, 0.24176436441054283, 0.08644518706111694, 0.07436161539699424, 0.28890177821434737, 0.2520198770589582, 0.22782603731287782, 0.17028626418860313, 0.14077445944489092, 0.024939351548775676, 0.031111694538260053, 0.053228601793378856, 0.08885106779518992, 0.03924894102100507, 4.5616320539920706e-07, 0.04309378594492364, 0.04526604237067931, 0.08737751986885951, 0.24046984175732813, 0.20125789643789677, 0.13742685427414425, 0.0630588917744858, 0.04447735219750189, 0.14770995923625832, 0.07617433327212211, 0.0488901699788164, 0.08104500884619074, 0.10585115543534357, 0.26711513882527743, 0.27056594484333435, 0.2263438036024145, 0.17025553994617848, 0.09752153854470794, 0.07196856461244237, 0.025063182587353138, 0.016665225238717996, 0.011403250218488892, 0.017089041444227633, 0.06884945093893907, 0.07904477819059366, 0.07396588532581973, 0.06293727831100637, 0.028058688132795852, 0.01351822423655358, 0.15365254463895872, 0.3344546836297577, 0.3275178930017851, 0.2866302270233068, 0.23367494882605253, 0.15818775234189003, 0.10952190213275184, 0.04880282197058364, 0.0295598603450851, 0.14782112790528662, 0.15447119560153125, 0.07631059600417847, 0.19936799361906604, 0.39892911025780947, 0.3815590888445272, 0.3273288010049109, 0.2525669883401297, 0.15492017284418397, 0.11284381207616047, 0.07170244873429943, 0.055008563358356015, 0.04397916583888196, 0.06534472917310609, 0.11811700238883441, 0.17652887887538918, 0.23223856999391002, 0.16792401553059563, 0.18198523290758747, 0.30537282098207424, 0.10690689354680444]"
C64.0,"[0.0079698368292552, 0.010111467089062898, 0.0018581174969967832, 0.00021661311590560217, 0.0005711748026578789, 0.011860176768042038, 0.0034174817040798187, 0.0071865821908249925, 0.01011322204198541, 0.0018595969073339801, 0.007438740967478224, 0.00980143950448064, 0.001548161967924898, 0.0071597913925475045, 0.0016822400810760883, 0.0008585818713054323, 0.0006000079201871813, 0.007187082965150694, 0.01011490461872745, 0.0018599373155002467, 0.007972429151958295, 0.010114091360907422, 0.0018607856363537395, 9.573088637080219e-05]"
346179098_0,"[0.004110962376703355, 0.003634379944739976, 0.008262663484139012, 0.008863315758451791, 0.003098556708486285, 0.010154695387321225, 0.012584228371942572, 0.0085391735379103, 0.004230924090029476, 0.002036999151148848, 0.019661053710694886, 0.014029625218835008, 0.007992516181633163, 0.0016173405943573015, 0.011442828281708898, 0.004843643060357408, 0.012394073249657595, 0.011545705640230608, 0.006494218438270309, 0.005206590017901362, 0.01234964736623897, 0.005555081480892568, 0.006385999275517861, 0.013482930816328462, 0.0077194637397578845]"
1286796265_0,"[0.016868365467189506, 0.028309064612391466, 0.019410128520911257, 0.017643927129542818, 0.015482082253064846, 0.015044942687962476, 0.014724442402962496, 0.015206719448060312, 0.01750126575140621, 0.01778738889594024, 0.014227867940800479, 0.014682254744641795, 0.026020552100065288, 0.027897950429056892, 0.022587453914487014, 0.018542310920882755, 0.015957390074401247, 0.013873198615409593, 0.013430651798459394, 0.013332690344497678, 0.01387618051839786, 0.008896789342737065, 0.02754806031526914, 0.02846042948361355, 0.02681322525798714, 0.025493964496913123, 0.020771542663244418, 0.018568186924056134, 0.02020587559999558, 0.02299537696112657, 0.015267679928234884, 0.02367676099682558, 0.0033391848489100085, 0.02062493500772962, 0.024891761626738573, 0.004070400472576239, 0.02045145603493438, 0.024216335971792433, 0.022261430181595643, 0.01928322905587356, 0.015531938768221608, 0.01428421843209435, 0.01226019180398066, 0.011805259180064923, 0.011697310135644103, 0.01208336435487172, 0.014197678939985962, 0.01444643177057992, 0.01757231519801553, 0.004908858808188143, 0.01526216835792593, 0.01481047177669916, 0.010658723094931702, 0.018764747447067295, 0.0178830907046256, 0.01540305101788067, 0.014954605053560954, 0.014684977166304179, 0.014973773411569937, 0.01772756152194802, 0.018514239206313506, 0.015073226602758496, 0.011297580214566096, 0.02015361724576701, 0.012176015381886828, 0.02463929893359955, 0.02784940170570917, 0.024748392149310346, 0.01977708328972358, 0.016502990662799675, 0.014265876922397638, 0.01204439631065111, 0.0267754308754279, 0.024799064289330545, 0.021188015420912962, 0.0172218471827573, 0.01650404655417833, 0.014167681091716759, 0.013767911306328415, 0.013397734036043402, 0.013828190814114806, 0.016314033007506168, 0.016596318249684373, 0.01382334951120447, 0.02147559694010306, 0.014595118919673496, 0.03329306435330682, 0.03289307524120477, 0.030016734496512525, 0.0257750932800177, 0.022333883568485816, 0.018663552804694974, 0.01623529639049957, 0.01597308211418567, 0.015525406595081222, 0.016497094880738358, 0.01988109381425852, 0.02099290128330813, 0.02020135220952534, 0.02488992439016829, 0.002134668671691543, 0.030677126969777875, 0.028809380515693647, 0.02534086295948282, 0.021214132082969628, 0.017993930853231633, 0.016649828744360093, 0.015809434726397058, 0.015600833588000114, 0.016432209744750934, 0.018671835357246435, 0.019826104517353088, 0.022676648259134707, 0.006125287208858481]"
C68.0,"[0.00037622025240943913, 0.000412323184649722, 0.006057383620737255, 0.0024238250814191814]"
-1326778859_0,"[0.0003865841170686508, 0.00040978104226769576, 0.00012006444817279771, 0.0005691766699783329, 0.001054732671423153, 0.00167733867769266, 0.0018853955289914665, 0.0015731922358413611, 0.001180385785314229, 0.0005839816060051817, 0.0007733162895765418, 0.001740269437317238, 0.0017714102708587234, 0.0012538964319310252, 0.00034993343195264967]"
C72.0,"[0.005774165644918867, 0.0014834821665299387, 0.005770272534370634, 0.0014885737098984464]"
950706355_0,"[0.005559362322675952, 0.012121428439731062, 0.012091970351994859, 0.008301565498231866, 0.007525085975636785, 0.007337579761525376, 0.007207516865890739, 0.007390257833591704, 0.00820236382857206, 0.008303418658520514, 0.006298571077657016, 0.010279091388355937, 0.009126923842573888, 0.00779615010110183, 0.007164717382965136, 0.006418408128145984, 0.006234969073677348, 0.0061837655029007696, 0.006346916805188812, 0.0071254056966081405, 0.007220418707751606, 0.00196257273039555, 0.011987988594263243, 0.011967199686262574, 0.011160313200510245, 0.009746708184353338, 0.008448685247881713, 0.007164202978379762, 0.0064416705153992095, 0.006266110814686499, 0.006182097246108697, 0.006344128883590429, 0.0071148097435368525, 0.011108556561494879, 0.005651196229674042, 0.00759418252088767, 0.0078210387682293, 0.008709033497144447, 0.008740536376084037, 0.0067221288850164455, 0.004248697936503504, 0.009431667467530132, 0.01004744966620774, 0.00939082063888236, 0.009944745894907101, 0.008550933075258399, 0.007800646912796082, 0.007453507762927529, 0.0074001496483624574, 0.007615347960653026, 0.009026637546620123, 0.009313782340307625, 0.010366309176239156, 0.0034167236153384694, 0.004226395530255559, 0.011299524540797848, 0.013636400757362025, 0.005174571273144011, 0.010915748669690856, 0.010911045889615252, 0.010197606539916705, 0.009429058297251686, 0.00813943880142233, 0.0073212685499895545, 0.006511664710553305, 0.006363891953890288, 0.006268530981732965, 0.012012933717862325, 0.011067032309633304, 0.009720597524542428, 0.008503383917388418, 0.007781452083686645, 0.006493710092523315, 0.005800738339578174, 0.005680352228647962, 0.0056083995914839304, 0.00573126839857946, 0.006461651245949269, 0.006522817517629619, 0.007587415585419876, 0.0006800560877450152, 0.014664498348669895, 0.013345553628788821]"
531108144_0,"[0.12850683623965642, 0.12102937800421205, 0.1211759902243557, 0.12227807131070859, 0.1307593092994007, 0.1326742310829818, 0.1172768340898806, 0.1172090399931276, 0.11756116073133126, 0.11834875011243594, 0.12171142087715907, 0.13736963184019577, 0.1350955234531384, 0.13107996168820638, 0.12116765977248678, 0.1054310649898273, 0.09469740573758577, 0.08929344459936692, 0.08608475216070702, 0.08509884625528344, 0.08695695656863109, 0.09783705269576921, 0.1015244220274767, 0.11056047270235399, 0.11804285949848918, 0.1207057652133426, 0.12102275619721149, 0.12021371976489445, 0.11901745583439378, 0.11852288017990441, 0.11852191694524344, 0.11868546961868151, 0.12085224148470183, 0.1270767843927963, 0.14314449483506134, 0.1438781933779469, 0.14388125576240374, 0.1433387762598768, 0.1466712072577475, 0.16194613726409535, 0.16238582641018684, 0.16103461618538858, 0.15187026603388085, 0.1362800838393214, 0.1215844338928764, 0.10946259489027012, 0.10028388569272602, 0.09866011451854229, 0.09763804657194419, 0.09875102097841068, 0.10908001369751263, 0.11086754944506697, 0.14131835650802826, 0.15320410754636896, 0.167753371895908, 0.17620978260807532, 0.17992373628887845, 0.17984935734426882, 0.1798475449287148, 0.17911637710969625, 0.17937251190930464, 0.1793747479061776, 0.1796223425403682, 0.1812309996643944, 0.18997072868130999, 0.19086636669486598, 0.19172430930135487, 0.18135530262231214, 0.16790069921341955, 0.14752803158920869, 0.14004355430621923, 0.12832304786242252, 0.126206438932066, 0.12491029277293, 0.12633265292363238, 0.1392911936304979, 0.14131505321222881, 0.09374850566334658, 0.08864566347545337, 0.0820165952330367, 0.08028148062497667, 0.07947866063425159, 0.0809042853267831, 0.08822770142525178, 0.08906388342643094, 0.09954455486004508, 0.10852090505491652, 0.11343076216678764, 0.11596381875555244, 0.11531728992334865, 0.11573215256403273, 0.12089708888707719, 0.11543415901537538, 0.11534332947287612, 0.11526922393800577, 0.11521223417766806, 0.08421088875975898, 0.08572949092355384, 0.09609565623649359, 0.14872400803269148, 0.14945015141157456, 0.15082585775897134, 0.1613443456305945, 0.1630440591257802, 0.16339119631865923, 0.15435467923620036, 0.14464133792368783, 0.128263729074376, 0.11619172806790425, 0.2038550607374359, 0.20530219543567454, 0.202911277818228, 0.1922648257384544]"
-1610587687_0,"[0.027092004164236187, 0.050880632784055704, 0.038138479371611765, 0.04386310234634038, 0.02112561825999228, 0.033755124811636505, 0.03232636738761994, 0.03174209595805428, 0.03327291406034806, 0.04134104074563084, 0.04186918089491428, 0.0416068782222369, 0.03488674310993383, 0.03247744347920889, 0.032710333620123495, 0.03159195396865835, 0.005443495901896768, 0.03864208365838272, 0.04582297654627837, 0.008013931845141996, 0.02789651260582491, 0.02727952542267667, 0.028801253673475913, 0.034283320479594294, 0.03470574141032352, 0.041481181690177435, 0.03524860786119825, 0.02971002608657568, 0.028656690334910764, 0.030955001983759757, 0.03847775389176354, 0.04131097752213691, 0.047229585440815756, 0.015337729204606604, 0.03222818126153015, 0.020711215836900918, 0.060697603006351075, 0.05991821504658037, 0.05583112339998024, 0.0509385267654211, 0.03987418356217131, 0.040474991451701046, 0.03740511148256928, 0.05410499591464895, 0.04706556131231264, 0.038560256121927525, 0.035488933917256646, 0.030322989541490417, 0.016740496861382327, 0.050058437831090034, 0.06689021591971778, 0.06570749690361072, 0.06256593243376028, 0.05643776819070081, 0.045947456192682694, 0.035140151773395925, 0.03182966091666503, 0.02972150061779007, 0.029711376288888005, 0.030542786090993333, 0.03498760581186798, 0.03721485637128103, 0.04473742710522265, 0.026403653469345045, 0.04449348119945739, 0.04993580526381493, 0.019919014623663314, 0.042623605147917715, 0.061225918104081754, 0.061348312925130356, 0.059979805121437496, 0.054769184298482286, 0.04424297982539633, 0.038246792199835226, 0.03422735548823539, 0.03207366929556338, 0.03180972734084207, 0.0338468736150021, 0.041135019126737234, 0.04455804494577683, 0.05215118108661318, 0.045731703465256485, 0.009735042382495066, 0.032899591316619535, 0.02804774983737798, 0.02717422317144019, 0.026429677959891023, 0.02730829700545769, 0.032494148207377296, 0.03304733088407329, 0.024410072758124443, 0.032918512120253124, 0.028060297921024584, 0.027184842833014953, 0.026438993370795517, 0.02731642552819244, 0.04282109514965578, 0.034767216683146446, 0.030506579000596046, 0.029372998138347158]"
C98.0,"[0.03796773958617905, 0.06280780832106939, 0.027943069990534697, 0.024541887424108153, 0.1964914421696203, 0.21119520994197866, 0.0022306192826940787, 0.012672007338610456, 0.01790871382892374, 0.0470573552353112, 0.0733203642196936, 0.08907422197634514, 0.03390898399457364, 0.06296403715158613, 0.04391416439890372, 0.3049747159590065, 0.2868347155082306, 0.04694774681405261, 0.11536380387635153, 0.11315313806763061, 0.3050026675142767, 0.2868113166631706, 0.04694352888781577, 0.27154197288127535, 0.2222196706610407, 0.03012960341584858, 0.025510309019559373, 0.043643516967730195, 0.001830208042569666, 0.03238792847916829, 0.32400556554971444, 0.2931479373520069, 0.038296421919112617, 0.0212356465077205, 0.020675823401896196, 0.0854354300317459, 0.07141650138046862, 0.10156512062457204, 0.0849735590346345, 0.05604899230747969, 0.015807072740769854, 0.025312805428656247, 0.006162965454993809, 0.08543424097897377, 0.07141769480875973, 0.10156417954993004, 0.08497447595287941, 0.03869492923013922, 0.08006685517810593, 0.004770042885226303, 0.002230341561692512, 0.13478485476840887, 0.12274133778701435, 0.00543239666272757, 0.13480521878227775, 0.122770593890697, 0.005382905666392617, 0.061505927711681126, 0.05040768377896211, 0.068589557733329, 0.056756989521676585, 0.046674483147602135, 0.054894914694270935, 0.003228312476966039, 0.09447718705730267, 0.11432403708390712, 0.30505044791319097, 0.2867589750712032, 0.046944543648689434, 0.17970785219098478, 0.1511867641057679]"
104355897_0,"[0.007569050212629463, 0.008007232509309233, 0.008171761228828019, 0.008225065402134078, 0.00695208798440899, 0.007041667167327887, 0.007021261652623252, 0.0069835060422688, 0.006982009412421121, 0.007762872417401468, 0.007863326803967993, 0.007792252768704657, 0.007814057738585688, 0.007195121482202467, 0.007255831781279539, 0.0073452318867221035, 0.00791223656512193, 0.008097297089016138, 0.008097262090040658, 0.007969527485971411, 0.007494415356236914, 0.006489170663157893, 0.00594157240119921, 0.005558288843898254, 0.0053574687227655885, 0.007237689302673061, 0.007419629989975874, 0.007346075507100977, 0.007418602959946838, 0.007253786012674027, 0.007235372880372779, 0.007235330060736942, 0.0071990341611317486, 0.007217618376471364, 0.00725478073661543, 0.007309434640910694, 0.007821462511075425, 0.008096126576935604, 0.008461233715793697, 0.008041343301181768, 0.007402095975895463, 0.0065065864261746355, 0.0056852802984356, 0.005320342556696459, 0.005156190855001568, 0.005119344447309004, 0.005191493586009074, 0.005776674358766513, 0.005630695660038782, 0.0067256233888533645, 0.006273740147892568, 0.006018181588843618, 0.005926918018654078, 0.005799189927674888, 0.005963589053280657, 0.006365319784642225, 0.006547934259640669, 0.007241773749778985, 0.00738743336972766, 0.0077149410076831374, 0.008479195868946136, 0.007602186560374321, 0.006964212743888766, 0.006854892131328142, 0.006763727752625528, 0.0068732877738759725, 0.007548897090240189, 0.007622328638498402, 0.00826128856674768, 0.008900009445726028, 0.009446295026772532, 0.009719394385000215, 0.00971890732304655, 0.009717819812923608, 0.009684728707640715, 0.009685602761294376, 0.009683345129999452, 0.009719801375762926, 0.009703278924062487, 0.010488969246731358, 0.01056372963584772, 0.010399521671989988, 0.009906092627176349, 0.008846625798511924, 0.00791551766404973, 0.007605223339593067, 0.006966311577551323, 0.006856758102818958, 0.006765491094300842, 0.006874985406687984, 0.007567885111418036, 0.007309980325676861, 0.007415087276947815, 0.00741245775395646, 0.0074293104677644805, 0.007282414514171705, 0.007282269225083837, 0.007427938152843581, 0.008422297870332841, 0.007401694160940679, 0.0069822595102848484, 0.00645246278110676, 0.006325175804126957, 0.0062501571293157665, 0.011339821187569668, 0.01047993735256432, 0.00760139783256227, 0.006962371984144284, 0.006852805076108097, 0.006761242104244957, 0.006869024185352828, 0.006797172191232448, 0.0069453388506840385, 0.007548294705893568, 0.007584642709446598, 0.008513456405411034, 0.009589242734330128, 0.009660095140372504, 0.007045638681403716, 0.006463407867333445, 0.006354163225756565, 0.006280292543177893, 0.006352101644971071, 0.007342709192235816, 0.007322313749564273, 0.007246076093791544, 0.007533899073396697, 0.00759508865109774, 0.007788302632384785, 0.008771193677139763, 0.008843921628234967, 0.00873215181238311, 0.007625911864155569, 0.008181161853029152, 0.008913129926472266, 0.009306547527474777, 0.009533497187395825, 0.009553349924195117, 0.009534032560961804, 0.009569067233959231, 0.00712129684121669, 0.0064848880103693315, 0.006373902242327858, 0.0059438556157274435, 0.005998207305194455, 0.006708717491421567, 0.005755911193559086, 0.006488211805645506, 0.006653415481604952, 0.0072200859289023355, 0.007512672781879246, 0.007932470383005694, 0.007926613937800994, 0.007872053137944476, 0.007880431771834992, 0.007862362183441291, 0.007880514653262708, 0.00781184691153885, 0.007924123018485262, 0.0062889966976845246, 0.006361923491961079, 0.0070191188389044324, 0.007200437408001562, 0.010464205247420068, 0.009077180084983412, 0.008055441944431096, 0.0074164886525366, 0.006777715666535414, 0.006668194424768444, 0.006576633507766701, 0.006684694796063923, 0.0064678710649777715, 0.0064872170245910184, 0.0063780737061445054, 0.0063966243283218776, 0.00729157456121402, 0.007456159011635009, 0.008095368607549062, 0.00856986703434859, 0.008689893297257641, 0.008607596895809365, 0.008605338103331178, 0.0060880188292794625, 0.007725023695405525, 0.007870531961715187, 0.006495317007215135]"
-2037512606_0,"[0.0006866962990234242, 0.0007486679953790372, 0.006946243324493935, 0.006161307644288172, 0.0008136918737418454, 0.0008951967605671598, 0.0030012876009272984, 0.002244717438547923, 0.002156043077051436, 0.001462901343268186, 0.003214028482205322, 0.015576606253906448, 0.01118529166540202, 0.0037840906118458404, 0.009418184793338696, 0.009754218790008509, 0.007197242970107709, 0.0008137029597924083, 0.0023407144884290574, 0.0021993301020775107, 0.0015240653820283113, 0.004526124958571017, 0.00076103999781526, 0.0010906755738978972, 0.003208014210587862, 0.01552993143669528, 0.0006469467168676601]"
95418176_0,"[0.03982991846605, 0.004712219521684574, 0.015604887016568682, 0.03685034748441785, 0.03753803127079072, 0.025072999303205962, 0.003272472392918644, 0.04284911514903297, 0.07023639408429971, 0.07368514128563766, 0.05903765065071684, 0.033820052147676964, 0.004888788470243071, 0.039658584124551456, 0.07243702403270481, 0.06867028380785087, 0.07294046036408326, 0.05828605384437106, 0.033511254308506974, 0.004851477440839062, 0.05834345776257669, 0.0884804540331802, 0.08603269224706901, 0.06953445588664045, 0.01607280709788074, 0.011991144919588805, 0.03839914316520981, 0.03806004628873871, 0.02648420696516632, 0.04595997172832449, 0.007144946536278439, 0.0001849774079423696]"
C46.0,"[0.005715318750136703, 0.0014050600369519088]"
9 hydro,"[0.00041426271594400535, 3.397395899582989e-05]"
-1464549976_0,"[0.015267825742026616, 0.018226765497283394, 0.021178164331395237, 0.0023839922044148806, 0.012848242911291436, 0.05388137681820217, 0.0622840904676209, 0.04583865504316282, 0.025417704039042747, 0.023398466890021608, 0.018266398644124365, 0.020927948020786517]"
C85.0,"[0.0060957797497308095, 0.002462254596630828, 0.00041188959959254133, 0.0060955192162318785, 0.002461945822652979]"
1118471612_0,"[0.006563295394920715, 0.006994932509112005, 0.0017742933293552596, 0.011619940445367774, 0.019617260788521433, 0.017059808687757142, 0.008937362204879264, 0.008088799419610496, 0.016378121746859053, 0.015496313215195187, 0.00969916331828881, 0.004846099916835556, 0.01239395941092016, 0.01154609295586988, 0.006495111388482201, 0.0034353664864343043, 0.0038979337497762573, 0.004655911331308744, 0.0022241825767514455, 0.002606025410055736, 0.015136465884977041, 0.008182709262475328, 0.0010910134891887538, 0.0077890042385574815, 0.015995992840648798, 0.015253322530536025, 0.010724345712859759, 0.005794496413546312, 0.001286878579688164, 0.0017888837584246176, 0.002202069982339708, 0.008642206989981787, 0.008041928021037165, 0.004420117309999569, 0.005179314399446866, 0.004030183834679064, 0.0033913876853025613, 0.006499247197815293, 0.003543055341256604, 0.0034143350827334873, 0.010584705642223526, 0.011220252666531906]"
C67.0,"[0.004732203470789045, 0.0031256421575326385]"
-251780797_0,"[0.03578800639373821, 0.030847971151887123, 0.023751059229129623, 0.01955661410257153, 0.01690509690873705, 0.014625857676589249, 0.01425416517602298, 0.013904097554835744, 0.014170513913774812, 0.016617261795232936, 0.017040384680695977, 0.019108687815102256, 0.018989104548528986, 0.018541168840971296, 0.018269153904946506, 0.01861008115381378, 0.0214554250031274, 0.021881897618116455, 0.026673607040871957, 0.023117754964308006, 0.02174155146515932, 0.020254367856640785, 0.01979227472728053, 0.02062187220864098, 0.024202707364905564, 0.028874892696934693, 0.03190941802768657, 0.04030907106318, 0.039765762349303256, 0.03593383996676221, 0.016419334637314476, 0.01569741289140802, 0.015663303803785313, 0.016683923621249052, 0.020268094133650265, 0.02000314535533471, 0.023899191131910812, 0.03026004682322946, 0.030324711768308588, 0.029253770093374442, 0.025408396111901765, 0.02080312253797547, 0.017707825167065948, 0.01638590247940351, 0.01571415906004813, 0.01567939210525128, 0.016612304256019342, 0.01913081266967879, 0.02156318937084188, 0.02506623393550899, 0.03330673280547944, 0.017849050387467515, 0.018254160472721652, 0.020818121844522464, 0.028121155275538514, 0.028009140071289948, 0.03213357711833669, 0.029456344182167412, 0.025112128408108673, 0.020288075878345354, 0.019123646460261625, 0.017031544093847516, 0.01658423304908706, 0.016496227420897867, 0.0170346785972838, 0.01931901905403174, 0.019435504327048873, 0.01326836569838406, 0.02619552308455104, 0.018233423673623975, 0.030316052434215635, 0.04026039186764592, 0.03972457533818715, 0.036409071604566634, 0.03283672009299426, 0.03105051869680483, 0.016924931315501227, 0.014715714987553839, 0.014278739221749902, 0.013919625746864086, 0.019501828865178823, 0.018947866465706283, 0.017238851863341096, 0.019988028732696193, 0.020467686343089098]"
1089459438_0,[0.28200443953813875]
C91.0,"[0.00041041671865104946, 0.0057106749804124775, 0.0003759080630184144, 0.0003775486826425549]"
25 hydro,[0.00038479560505720654]
-925448157_0,"[0.01116729815066219, 0.009022920827987037, 0.008903925784865806, 0.006986786290098735]"
